Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.672598063551732,0.0032263592406442,26.154857099749236,-0.0006,0.002,0.0
3.4628007070501536,-2.258114717902984,26.151181304916825,-2.2691,2.373,2.484
3.796941091262292,1.4909072325340955,26.168480789530665,1.4995,4.542,5.109000000000002
3.808345941352396,1.4896832590616538,26.17868182389392,1.4995,4.555,7.562000000000001
3.8161372932289495,1.490398205397807,26.17196851363462,1.4995,4.555,10.093
3.82209077055064,1.4898723132130334,26.160577873189936,1.4995,4.567,12.64
3.827089857155236,1.4894307896418535,26.151533821898283,1.4995,4.567,15.171
3.83086586160974,1.488886949088875,26.13867818180103,1.4995,4.58,17.687
3.834263432765464,1.4917492418515117,26.120656515470426,1.4995,4.58,20.156
3.837398385687684,1.4924797999576234,26.10799322814693,1.4995,4.58,22.64
3.840125309840383,1.4897830060648445,26.09559600079004,1.4995,4.593,25.093000000000004
3.842461667224661,1.4884520302240387,26.08462695665917,1.4995,4.593,27.562
3.8447145833832455,1.4907964474753082,26.082419809399365,1.4995,4.593,30.078000000000003
3.846758655874086,1.4920548277008217,26.074820102822954,1.4995,4.593,32.593
3.8487530588009102,1.4892138609361985,26.07208845803335,1.4995,4.593,35.125
3.8504919630092127,1.4891933677667322,26.06034966866409,1.4995,4.593,37.64
3.8522532499474815,1.4916861863383877,26.0544958673907,1.4995,4.605,40.171
3.853872587114104,1.4914299645964368,26.04394228802811,1.4995,4.593,42.687
3.855692217797644,1.4899949069437175,26.03377884577864,1.4995,4.605,45.218
3.856942473411238,1.4914221071712055,26.02328187601416,1.4995,4.605,47.734
3.85843676122514,1.4918003349479465,26.018041880436677,1.4995,4.605,50.25
3.8600327130917633,1.488661673577422,26.011111656209494,1.4995,4.605,52.843
3.8610242383589113,1.4907059846321824,25.9989547621621,1.4995,4.605,55.296
3.862405139698336,1.4935500488522249,25.9948358870086,1.4995,4.605,57.781
3.863367316020127,1.4929406091677246,25.981948760417296,1.4995,4.605,60.25
3.864591664496334,1.4909194351365307,25.978880703778323,1.4995,4.605,62.718
3.8660735317424457,1.491582031436649,25.9745304133162,1.4995,4.618,65.187
3.866882470533603,1.4896417521167606,25.97044059868825,1.4995,4.605,67.718
3.86822000125647,1.49250589404644,25.97228645765095,1.4995,4.618,70.203
