Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.124898030267102,-0.0013483061593203,33.61990494114175,0.0,-0.007,0.0
3.280043349101605,1.5173706728240897,33.597263878047755,1.507,4.09,2.594000000000001
3.302315839766309,1.517277052932415,33.551874237073385,1.507,4.111,5.140999999999998
3.3204332498366043,1.5168623517633912,33.54360406873401,1.507,4.127,7.688000000000002
3.336723486531134,1.5148598309711143,33.51680123721729,1.507,4.144,10.25
3.3513763799022667,1.5147314612936165,33.48324718182793,1.507,4.154,12.828000000000005
3.365276382766243,1.5148485287318063,33.475287847478185,1.507,4.171,15.406
3.3781661054219123,1.5142834071987614,33.43587572889543,1.507,4.181,17.953000000000003
3.3899246293498866,1.5118690546974665,33.389126021934295,1.507,4.192,20.5
3.402003413254141,1.5152804547032073,33.36871759135016,1.507,4.203,23.063
3.4129511042852365,1.5138210250406914,33.37791826494072,1.507,4.214,25.656
3.423883535381335,1.5154210984725822,33.34881387930615,1.507,4.224,28.235
3.433953769951174,1.5123881353810094,33.27689837613096,1.507,4.235,30.781
3.4442028779451483,1.5156328577218536,33.21229783948726,1.507,4.246,33.344
3.4534574219729315,1.5146498957489112,33.164997762978835,1.507,4.251,35.922
3.4628435835459266,1.5128362317647142,33.124496575774295,1.507,4.262,38.485
3.4716387710785743,1.5137272248128628,33.09226528684295,1.507,4.273,41.047
3.4803478058360144,1.5135455794156965,33.04434332098392,1.507,4.278,43.61
3.4886958474339087,1.5164116712362312,32.9852368342631,1.507,4.289,46.156
3.496762412080522,1.514871600305071,32.92335087108928,1.507,4.295,48.719
3.5044831760797126,1.5139698981736531,32.89147359312123,1.507,4.305,51.266
3.512325493570831,1.5160660131262542,32.84559308925697,1.506,4.311,53.844
3.51966842734319,1.514376471541428,32.840355866066425,1.507,4.322,56.391
3.5266805537016506,1.5145395167086322,32.82260633585794,1.507,4.327,58.938
3.5338274902865976,1.5142016501917162,32.784036992614375,1.507,4.332,61.5
3.5404921626254646,1.5147841549562635,32.71342583276367,1.507,4.338,64.047
3.5471323221951607,1.5144884452329157,32.688658631191494,1.507,4.349,66.625
3.5535763995016745,1.515465865030636,32.6329087142211,1.507,4.354,69.172
